name,full_text,protasis,apodosis,witnesses,animal
"""37.74""",If red ants kill black ants in a man's house – that house will not be a residence.,If red ants kill black ants in a man's house,that house will not be a residence.,"['A 441+', 'K 00074+', 'ND 5466+.1']",red
"""37.75""","If black ants kill red ants in a man's house – lamentations for the dead will occur in the house of the man, a new grave will be dug out literally: opened in that house.",If black ants kill red ants in a man's house," lamentations for the dead will occur in the house of the man, a new grave will be dug out literally: opened in that house.","['A 441+', 'K 00074+', 'ND 5466+.1']",black
"""37.76""","If white ditto = ants kill black ants in a man's house – there will be shouting in that house, occurrence of mourning.",If white ditto = ants kill black ants in a man's house," there will be shouting in that house, occurrence of mourning.","['A 441+', 'K 00074+', 'ND 5466+.1']",white
"""37.77""",If yellow ants kill red ants in a man's house – that house will go to ruin.,If yellow ants kill red ants in a man's house,that house will go to ruin.,"['A 441+', 'K 00074+', 'ND 5466+.1']",yellow
"""37.78""",If ants kill each other in a man's house – there will be huge misfortune in that house.,If ants kill each other in a man's house,there will be huge misfortune in that house.,"['A 441+', 'K 00074+', 'ND 5466+.1']",nts
"""37.79""","If ants are numerous and do battle in a man's house – arrival of a message, downfall of the wife of the house.",If ants are numerous and do battle in a man's house," arrival of a message, downfall of the wife of the house.","['A 441+', 'K 00074+', 'ND 5466+.1']",nts
"""37.80""",If ditto = ants gather together in a man's house and then draw apart – the owner of the house will die and the house will have no provider.,If ditto = ants gather together in a man's house and then draw apart,the owner of the house will die and the house will have no provider.,"['A 441+', 'K 00074+', 'K 00074+', 'ND 5466+.1']",ditto
"""37.81""",If an ant nest in a man's house is repeatedly opened – the ways maybe: accesses in that house will be cut.,If an ant nest in a man's house is repeatedly opened,the ways maybe: accesses in that house will be cut.,"['A 441+', 'BM 38313', 'BM 38313', 'K 00074+', 'K 03726+', 'ND 5466+ .1', 'ND 5466+ .1']",n
"""37.82""",If a ditto = ant nest is seen in a man's house – the heritage of that house will be taken and nothing will be left.,If a ditto = ant nest is seen in a man's house,the heritage of that house will be taken and nothing will be left.,"['A 441+', 'A 441+', 'BM 38313', 'K 00074+', 'ND 5466+ .1']",ditto
"""37.83""",If an ant nest is destroyed in a man's house – a breach will be made in that house.,If an ant nest is destroyed in a man's house,a breach will be made in that house.,"['A 441+', 'BM 38313', 'K 00074+', 'ND 5466+ .1']",n
"""37.84""",If an unusual nest of ditto = ants with wings is seen in a man's house – that house will be abandoned : be torn down.,If an unusual nest of ditto = ants with wings is seen in a man's house,that house will be abandoned : be torn down.,"['A 441+', 'BM 38313', 'K 00074+', 'K 03726+', 'ND 5466+ .1']",n
"""37.85""",If white or black ditto = ants are seen in a man's house in their nest – the owner of the house will die and from his possessions nothing will be left.,If white or black ditto = ants are seen in a man's house in their nest,the owner of the house will die and from his possessions nothing will be left.,"['A 441+', 'K 00074+', 'ND 5466+ .1']",white
"""37.86""",If ants run about a lot in a man's house – the owner of that house will die and that house will be abandoned.,If ants run about a lot in a man's house,the owner of that house will die and that house will be abandoned.,"['A 441+', 'K 00074+', 'ND 5466+ .1']",nts
"""37.87""",If ditto = ants are seen in a man's house in a = their nest and the black ones kill the multicolored ones – decision  income.,If ditto = ants are seen in a man's house in a = their nest and the black ones kill the multicolored ones,decision  income.,"['A 441+', 'K 00074+', 'ND 5466+ .1']",ditto
"""37.87""","If ants are seen in a hole in a man's house and black ones kill multicolored ones – with a delivery, income.",If ants are seen in a hole in a man's house and black ones kill multicolored ones," with a delivery, income.","['A 441+', 'K 00074+', 'ND 5466+ .1']",nts
"""37.88""",If ditto = ant nests are numerous in a man's house – the ways to the man's house will be cut.,If ditto = ant nests are numerous in a man's house,the ways to the man's house will be cut.,"['A 441+', 'K 00074+', 'ND 5466+ .1']",ditto
"""37.89""",If ditto = ants give birth in a man's house – collapse of the house.,If ditto = ants give birth in a man's house,collapse of the house.,"['A 441+', 'K 00074+', 'K 03726+']",ditto
"""37.90""",If ditto = ants bring out of a man's house something they have dug out – that house will acquire wealth.,If ditto = ants bring out of a man's house something they have dug out,that house will acquire wealth.,"['A 441+', 'K 00074+', 'K 03726+']",ditto
"""37.91""","If ditto = ants are small, run about, and fight a battle in a man's house – the inhabitants of that house will not be in agreement.","If ditto = ants are small, run about, and fight a battle in a man's house ",the inhabitants of that house will not be in agreement.,"['A 441+', 'K 00074+', 'K 03726+']",ditto
"""37.92""",If ditto = ants are seen in a man's house at the entrance of the outer gate – collapse of the house.,If ditto = ants are seen in a man's house at the entrance of the outer gate,collapse of the house.,"['A 441+', 'K 00074+', 'K 03726+']",ditto
"""37.93""",If ditto = ants are seen in a man's house in the corners of the outer door – there will be loss in the house of the man.,If ditto = ants are seen in a man's house in the corners of the outer door,there will be loss in the house of the man.,"['A 441+', 'K 00074+']",ditto
"""37.94""",If ditto = ants are seen in a man's house above of the outer door – dispersal of the household.,If ditto = ants are seen in a man's house above of the outer door,dispersal of the household.,"['A 441+', 'K 00074+', 'K 03726+']",ditto
"""37.95""","If ditto = ants are seen in a man's house on the threshhold of the outer gate – dispersal of the household, there will be loss in the house of the man.",If ditto = ants are seen in a man's house on the threshhold of the outer gate," dispersal of the household, there will be loss in the house of the man.","['A 441+', 'K 00074+', 'K 00074+', 'K 03726+', 'K 03726+']",ditto
"""37.96""","If one sees ditto = ants in a man's house – the owner of that house will become poor, or a dying man will die.",If one sees ditto = ants in a man's house," the owner of that house will become poor, or a dying man will die.","['A 441+', 'K 00074+']",one
"""37.97""",If ditto = ants are seen in a man's house in  – the possessions of the house will come to an end.,If ditto = ants are seen in a man's house in,the possessions of the house will come to an end.,"['A 441+', 'K 00074+']",ditto
"""37.98""",If ditto = ants are seen on the path in a man's house – lots of traffic : additional traffic.,If ditto = ants are seen on the path in a man's house,lots of traffic : additional traffic.,"['A 441+', 'K 00074+', 'K 03726+']",ditto
"""37.99""",If ants are seen in a man's house on top of vessels – the properties of that house will decline.,If ants are seen in a man's house on top of vessels,the properties of that house will decline.,"['A 441+', 'K 00074+', 'K 03726+']",nts
"""37.100""",If ants give birth on the vessels of a man's house – abandonment of the house.,If ants give birth on the vessels of a man's house,abandonment of the house.,"['A 441+', 'K 00074+']",nts
"""37.22""",If ants are seen in the street – that city will be dispersed and it will not return to its place.,If ants are seen in the street,that city will be dispersed and it will not return to its place.,"['A 441+', 'K 03726+']",nts
"""37.23""","If ants are seen in a wide street – in  the wide street, commerce will be regular.",If ants are seen in a wide street," in  the wide street, commerce will be regular.",['A 441+'],nts
"""37.24""",If ants are repeatedly seen on the edge of a sqare – that city will be dispersed.,If ants are repeatedly seen on the edge of a sqare,that city will be dispersed.,['A 441+'],nts
"""37.25""",If multicolored ants are seen in a city – that city will be abandoned.,If multicolored ants are seen in a city,that city will be abandoned.,"['A 441+', 'K 03726+']",multicolored
"""37.27""","If multicolored ants are seen in a man's house – the owner of the house will be wealthy, that house will be in good order.",If multicolored ants are seen in a man's house," the owner of the house will be wealthy, that house will be in good order.","['A 441+', 'K 03726+']",multicolored
"""37.28""","If ants are seen on their trail, the black ones killing the multicolored ones – uprising.","If ants are seen on their trail, the black ones killing the multicolored ones ",uprising.,"['A 441+', 'K 00074+']",nts
"""37.30""","If ants are repeatedly seen in a man's house – that house will impoverish, a dying man will die.",If ants are repeatedly seen in a man's house," that house will impoverish, a dying man will die.","['A 441+', 'K 00074+']",nts
"""37.31""",If ants eat  in a man's house – that house will be dispersed.,If ants eat  in a man's house,that house will be dispersed.,"['A 441+', 'K 00074+']",nts
"""37.32""",If red ants kill black ants – evil will be present.,If red ants kill black ants,evil will be present.,"['A 441+', 'K 00074+']",red
"""37.33""",If black ants kill red ants – the prices will be stable.,If black ants kill red ants,the prices will be stable.,"['A 441+', 'K 00074+']",black
"""37.34""",If ants  kill – there will be heavy misfortune in the country.,If ants  kill,there will be heavy misfortune in the country.,"['A 441+', 'K 00074+']",nts
"""37.35""",If ants   kill and people watch them – perishing of livestock.,If ants   kill and people watch them,perishing of livestock.,"['A 441+', 'K 00074+']",nts
"""37.36""","If ants    – they will commit  and kill one another, hardship will occur. Break.",If ants," they will commit  and kill one another, hardship will occur. Break.","['A 441+', 'K 00074+']",nts
"""37.37""",If ants confine themselves – rain will fall.,If ants confine themselves,rain will fall.,"['A 441+', 'BM 38313', 'K 00074+']",nts
"""37.38""",If ants bring out and heap up their stores – the kurru barley measure will be loosened.,If ants bring out and heap up their stores,the kurru barley measure will be loosened.,"['A 441+', 'K 00074+']",nts
"""37.39""",If ants bring out their stores – impoverishment of the man.,If ants bring out their stores,impoverishment of the man.,"['A 441+', 'A 441+', 'K 00074+']",nts
"""37.40""","If winged ditto = ants are seen – dispersal of the household, rain of heaven.",If winged ditto = ants are seen," dispersal of the household, rain of heaven.","['A 441+', 'K 00074+', 'K 03726+']",winged
"""37.42""","If ants  are seen  which is in a man's house – that house will be dispersed and, break, .",If ants  are seen  which is in a man's house," that house will be dispersed and, break, .","['A 441+', 'K 00074+']",nts
"""37.43""",If ants  are seen in a man's house – the owner of the house will die and the palace will confiscate that house.,If ants  are seen in a man's house,the owner of the house will die and the palace will confiscate that house.,"['A 441+', 'K 00074+']",nts
"""37.44""",If ants   –  abandonement of the house. Break.,If ants,abandonement of the house. Break.,"['A 441+', 'K 00074+']",nts
"""37.46""","If red ants are seen in a man's house – if he is famous, he will die; if he is the owner of the house, he will become poor.",If red ants are seen in a man's house," if he is famous, he will die; if he is the owner of the house, he will become poor.","['A 441+', 'K 00074+', 'K 03726+']",red
"""37.47""","If red ants with wings are seen in a man's house – that house will be dispersed and another person will acquire it, and the house's  will die.",If red ants with wings are seen in a man's house," that house will be dispersed and another person will acquire it, and the house's  will die.","['A 441+', 'K 00074+', 'K 03726+']",red
"""37.48""",If red ants   –   break.,If red ants,break.,"['A 441+', 'K 00074+']",red
"""37.49""","If red, large ants   –  that house will be dispersed.","If red, large ants   ",that house will be dispersed.,"['A 441+', 'K 00074+']","red,"
"""37.50""","If red, large ants with wings are flying around in a man's house like ghee flies and seen – they will kill the owner of that house <with> a weapon and they will take its inheritance.","If red, large ants with wings are flying around in a man's house like ghee flies and seen ",they will kill the owner of that house <with> a weapon and they will take its inheritance.,"['A 441+', 'A 441+', 'K 00074+']","red,"
"""37.51""",If red ants set out in a man's house and stay there – the way will be cut.,If red ants set out in a man's house and stay there,the way will be cut.,"['A 441+', 'K 00074+']",red
"""37.52""",If red ants climb up in a man's house and stay there – abandonement of the house.,If red ants climb up in a man's house and stay there,abandonement of the house.,"['A 441+', 'K 00074+']",red
"""37.54""",If numerous red ants are seen in a man's house – that house will be dispersed : that house will be abandoned.,If numerous red ants are seen in a man's house,that house will be dispersed : that house will be abandoned.,"['A 441+', 'K 00074+', 'K 03726+']",numerous
"""37.55""",If red and white ants in a man's house establish their path on top of a sick man – that sick man will live.,If red and white ants in a man's house establish their path on top of a sick man,that sick man will live.,"['A 441+', 'K 00074+', 'K 03726+']",red
"""37.56""","If red and white ants, their paths, are seen in a man's house – the hardship of illness will afflict the owner of that house.","If red and white ants, their paths, are seen in a man's house ",the hardship of illness will afflict the owner of that house.,"['A 441+', 'K 00074+']",red
"""37.57""","If red ants are doing battle in a man's house and kill one another – break, everything that he owns will disappear.",If red ants are doing battle in a man's house and kill one another," break, everything that he owns will disappear.","['A 441+', 'K 00074+']",red
"""37.58""","If a track of red and reddish ants is seen in a man's house – break, either hardship will afflict him, or  illness will afflict him, but his property will not be taken.",If a track of red and reddish ants is seen in a man's house," break, either hardship will afflict him, or  illness will afflict him, but his property will not be taken.","['A 441+', 'K 00074+']",track
"""37.59""",If red and black ants are seen in a man's house – the wife of the man : the owner of the house will die.,If red and black ants are seen in a man's house,the wife of the man : the owner of the house will die.,"['A 441+', 'K 00074+']",red
"""37.60""","If black ants are seen in a man's house – the owner of that house will live to an old age, there will be continuity and process.",If black ants are seen in a man's house," the owner of that house will live to an old age, there will be continuity and process.","['A 441+', 'K 00074+', 'K 03726+']",black
"""37.22""",If ants are seen in the street – that city will be dispersed and it will not return to its place.,If ants are seen in the street,that city will be dispersed and it will not return to its place.,"['A 441+', 'K 03726+']",nts
"""37.23""","If ants are seen in a wide street – in  the wide street, commerce will be regular.",If ants are seen in a wide street," in  the wide street, commerce will be regular.",['A 441+'],nts
"""37.24""",If ants are repeatedly seen on the edge of a sqare – that city will be dispersed.,If ants are repeatedly seen on the edge of a sqare,that city will be dispersed.,['A 441+'],nts
"""37.25""",If multicolored ants are seen in a city – that city will be abandoned.,If multicolored ants are seen in a city,that city will be abandoned.,"['A 441+', 'K 03726+']",multicolored
"""37.27""","If multicolored ants are seen in a man's house – the owner of the house will be wealthy, that house will be in good order.",If multicolored ants are seen in a man's house," the owner of the house will be wealthy, that house will be in good order.","['A 441+', 'K 03726+']",multicolored
"""37.28""","If ants are seen on their trail, the black ones killing the multicolored ones – uprising.","If ants are seen on their trail, the black ones killing the multicolored ones ",uprising.,"['A 441+', 'K 00074+']",nts
"""37.30""","If ants are repeatedly seen in a man's house – that house will impoverish, a dying man will die.",If ants are repeatedly seen in a man's house," that house will impoverish, a dying man will die.","['A 441+', 'K 00074+']",nts
"""37.31""",If ants eat  in a man's house – that house will be dispersed.,If ants eat  in a man's house,that house will be dispersed.,"['A 441+', 'K 00074+']",nts
"""37.32""",If red ants kill black ants – evil will be present.,If red ants kill black ants,evil will be present.,"['A 441+', 'K 00074+']",red
"""37.33""",If black ants kill red ants – the prices will be stable.,If black ants kill red ants,the prices will be stable.,"['A 441+', 'K 00074+']",black
"""37.34""",If ants  kill – there will be heavy misfortune in the country.,If ants  kill,there will be heavy misfortune in the country.,"['A 441+', 'K 00074+']",nts
"""37.35""",If ants   kill and people watch them – perishing of livestock.,If ants   kill and people watch them,perishing of livestock.,"['A 441+', 'K 00074+']",nts
"""37.36""","If ants    – they will commit  and kill one another, hardship will occur. Break.",If ants," they will commit  and kill one another, hardship will occur. Break.","['A 441+', 'K 00074+']",nts
"""37.37""",If ants confine themselves – rain will fall.,If ants confine themselves,rain will fall.,"['A 441+', 'BM 38313', 'K 00074+']",nts
"""37.38""",If ants bring out and heap up their stores – the kurru barley measure will be loosened.,If ants bring out and heap up their stores,the kurru barley measure will be loosened.,"['A 441+', 'K 00074+']",nts
"""37.39""",If ants bring out their stores – impoverishment of the man.,If ants bring out their stores,impoverishment of the man.,"['A 441+', 'A 441+', 'K 00074+']",nts
"""37.40""","If winged ditto = ants are seen – dispersal of the household, rain of heaven.",If winged ditto = ants are seen," dispersal of the household, rain of heaven.","['A 441+', 'K 00074+', 'K 03726+']",winged
"""37.1""",If there are repeatedly ants in the entry of the city gate – cutting of access.,If there are repeatedly ants in the entry of the city gate,cutting of access.,['A 441+'],there
"""37.2""",If ants are numerous in the entry of a city gate – abandonment of the city.,If ants are numerous in the entry of a city gate,abandonment of the city.,['A 441+'],nts
"""37.3""",If there are repeatedly black ants in the entry of the city gate – the ways will be cut.,If there are repeatedly black ants in the entry of the city gate,the ways will be cut.,['A 441+'],there
"""37.4""",If ants take a westerly path – abandonment of the city.,If ants take a westerly path,abandonment of the city.,['A 441+'],nts
"""37.5""",If ants take an easterly path – property will go out the city.,If ants take an easterly path,property will go out the city.,['A 441+'],nts
"""37.6""",If ants bring something from the city gate outside – the property of the city will move out.,If ants bring something from the city gate outside,the property of the city will move out.,['A 441+'],nts
"""37.7""",If ants bring something from outside into the city – something from that city will multiply.,If ants bring something from outside into the city,something from that city will multiply.,['A 441+'],nts
"""37.8""",If ants climbs on : fill a wall – dispersal of the house; ditto = the house will be demolished.,If ants climbs on : fill a wall,dispersal of the house; ditto = the house will be demolished.,['A 441+'],nts
"""37.9""",If ants climb down from a wall –  fall : message of an enemy.,If ants climb down from a wall,fall : message of an enemy.,['A 441+'],nts
"""37.10""","If ants kill one another : engage in a battle – upraising of an enemy, the fall of a large army will occur.",If ants kill one another : engage in a battle," upraising of an enemy, the fall of a large army will occur.","['A 441+', 'K 03726+']",nts
"""37.11""",If black ants with wings are in the city – rainfall and flood will come.,If black ants with wings are in the city,rainfall and flood will come.,"['A 441+', 'A 441+', 'K 03726+']",black
"""37.12""",If red ants are in a city – that city will be abandoned.,If red ants are in a city,that city will be abandoned.,['A 441+'],red
"""37.13""",If red ants are on a dais – that city will be abandoned.,If red ants are on a dais,that city will be abandoned.,['A 441+'],red
"""37.14""",If red ants are in the street – that city will be abandoned.,If red ants are in the street,that city will be abandoned.,['A 441+'],red
"""37.15""",If there are red ants in the entry of a temple – that city will be abandoned. If there are red ditto = ants in a temple – that city will be abandoned.,If there are red ants in the entry of a temple,that city will be abandoned. If there are red ditto = ants in a temple – that city will be abandoned.,['A 441+'],there
"""37.16""","If red ants abound in the doorway of a temple – for that temple, flour offerings will be cut off.",If red ants abound in the doorway of a temple," for that temple, flour offerings will be cut off.","['A 441+', 'K 03726+']",red
"""37.17""",If there are red ants in the lock of a temple – the bread offering of that temple will be cut.,If there are red ants in the lock of a temple,the bread offering of that temple will be cut.,['A 441+'],there
"""37.18""","If black ants abound in the lock of a temple – in that temple, there will be flour offerings.",If black ants abound in the lock of a temple," in that temple, there will be flour offerings.","['A 441+', 'K 03726+']",black
"""37.19""","If ants are numerous in the lock of a temple – in that temple, there will be no flour offerings.",If ants are numerous in the lock of a temple," in that temple, there will be no flour offerings.","['A 441+', 'K 03726+']",nts
"""37.20""","If ants repeatedly climb up the lock of a temple – in that temple, the flour offering will be cut.",If ants repeatedly climb up the lock of a temple," in that temple, the flour offering will be cut.",['A 441+'],nts
"""37.81""","If an ant nest in a man's house is repeatedly opened – in that house, the ways will be cut.",If an ant nest in a man's house is repeatedly opened," in that house, the ways will be cut.","['A 441+', 'BM 38313', 'K 00074+', 'K 3726+', 'ND 5466+ .1', 'ND 5466+ .1']",n
"""37.82""",If a ditto = ant nest is seen in a man's house – the heritage of that house will be taken and nothing will be left.,If a ditto = ant nest is seen in a man's house,the heritage of that house will be taken and nothing will be left.,"['A 441+', 'A 441+', 'BM 38313', 'K 00074+', 'ND 5466+ .1']",ditto
"""37.83""",If an ant nest is destroyed in a man's house – a breach will be made in that house.,If an ant nest is destroyed in a man's house,a breach will be made in that house.,"['A 441+', 'BM 38313', 'K 00074+', 'ND 5466+ .1']",n
"""37.84""",If an unusual nest of ditto = ants with wings is seen in a man's house – that house will collapse : be torn down.,If an unusual nest of ditto = ants with wings is seen in a man's house,that house will collapse : be torn down.,"['A 441+', 'BM 38313', 'K 00074+', 'K 03726+', 'ND 5466+ .1']",n
"""37.85""",If white or black ditto = ants are seen in a man's house in their nest – the owner of the house will die and from his possessions nothing will be left.,If white or black ditto = ants are seen in a man's house in their nest,the owner of the house will die and from his possessions nothing will be left.,"['A 441+', 'K 00074+', 'ND 5466+ .1']",white
"""37.86""",If ants run about a lot in a man's house – the owner of that house will die and that house will collapse.,If ants run about a lot in a man's house,the owner of that house will die and that house will collapse.,"['A 441+', 'K 00074+', 'ND 5466+ .1']",nts
"""37.87""",If ditto = ants are seen in a man's house in a = their nest and the black ones kill the multicolored ones – decision  income.,If ditto = ants are seen in a man's house in a = their nest and the black ones kill the multicolored ones,decision  income.,"['A 441+', 'K 00074+', 'ND 5466+ .1']",ditto
"""37.87""","If ants are seen in a hole in a man's house and black ones kill multicolored ones – with a delivery, income.",If ants are seen in a hole in a man's house and black ones kill multicolored ones," with a delivery, income.","['A 441+', 'K 00074+', 'ND 5466+ .1']",nts
"""37.88""",If ditto = ants are numerous in a man's house – the ways to the man's house will be cut.,If ditto = ants are numerous in a man's house,the ways to the man's house will be cut.,"['A 441+', 'K 00074+', 'ND 5466+ .1']",ditto
"""37.89""",If ditto = ants give birth in a man's house – collapse of the house.,If ditto = ants give birth in a man's house,collapse of the house.,"['A 441+', 'K 00074+', 'K 3726+']",ditto
"""37.90""",If ditto = ants bring out of a man's house something they have dug out – that house will acquire wealth.,If ditto = ants bring out of a man's house something they have dug out,that house will acquire wealth.,"['A 441+', 'K 00074+', 'K 3726+']",ditto
"""37.91""","If ditto = ants are small, run about, and fight a battle in a man's house – that house will not be in agreement.","If ditto = ants are small, run about, and fight a battle in a man's house ",that house will not be in agreement.,"['A 441+', 'K 00074+', 'K 3726+']",ditto
"""37.92""",If ditto = ants are seen in a man's house at the entrance of the outer gate – collapse of the house.,If ditto = ants are seen in a man's house at the entrance of the outer gate,collapse of the house.,"['A 441+', 'K 00074+', 'K 3726+']",ditto
"""37.93""",If ditto = ants are seen in a man's house in the corners of the outer door – there will be an uprising in the house of the man.,If ditto = ants are seen in a man's house in the corners of the outer door,there will be an uprising in the house of the man.,"['A 441+', 'K 00074+']",ditto
"""37.94""",If ditto = ants are seen in a man's house above of the outer door – dispersal of the household.,If ditto = ants are seen in a man's house above of the outer door,dispersal of the household.,"['A 441+', 'K 00074+', 'K 3726+']",ditto
"""37.95""","If ditto = ants are seen in a man's house on the threshhold of the outer gate – dispersal of the household, there will be an uprising in the house of the man.",If ditto = ants are seen in a man's house on the threshhold of the outer gate," dispersal of the household, there will be an uprising in the house of the man.","['A 441+', 'K 00074+', 'K 00074+', 'K 3726+']",ditto
"""37.96""","If one sees ditto = ants in a man's house – the owner of that house will become poor, or a dying man will die.",If one sees ditto = ants in a man's house," the owner of that house will become poor, or a dying man will die.","['A 441+', 'K 00074+']",one
"""37.97""",If ditto = ants are seen in a man's house in  – the possessions of the house will come to an end.,If ditto = ants are seen in a man's house in,the possessions of the house will come to an end.,"['A 441+', 'K 00074+']",ditto
"""37.98""",If ditto = ants are seen on the path in a man's house – lots of traffic : additional traffic.,If ditto = ants are seen on the path in a man's house,lots of traffic : additional traffic.,"['A 441+', 'K 00074+', 'K 3726+']",ditto
"""37.99""",If ants are seen in a man's house on top of vessels – the properties of that house will decline.,If ants are seen in a man's house on top of vessels,the properties of that house will decline.,"['A 441+', 'K 00074+', 'K 3726+']",nts
"""37.100""",If ants give birth on the vessels of a man's house – abandonment of the house.,If ants give birth on the vessels of a man's house,abandonment of the house.,"['A 441+', 'K 00074+']",nts
"""37.42""","If ants  are seen  which is in a man's house – that house will be dispersed and, break, .",If ants  are seen  which is in a man's house," that house will be dispersed and, break, .","['A 441+', 'K 00074+']",nts
"""37.43""",If ants  are seen in a man's house – the owner of the house will die and the palace will confiscate that house.,If ants  are seen in a man's house,the owner of the house will die and the palace will confiscate that house.,"['A 441+', 'K 00074+']",nts
"""37.44""",If ants   –  abandonement of the house. Break.,If ants,abandonement of the house. Break.,"['A 441+', 'K 00074+']",nts
"""37.46""","If red ants are seen in a man's house – if he is famous, he will die; if he is the owner of the house, he will become poor.",If red ants are seen in a man's house," if he is famous, he will die; if he is the owner of the house, he will become poor.","['A 441+', 'K 00074+', 'K 03726+']",red
"""37.47""","If red ants with wings are seen in a man's house – that house will be dispersed and another person will acquire it, and the house's  will die.",If red ants with wings are seen in a man's house," that house will be dispersed and another person will acquire it, and the house's  will die.","['A 441+', 'K 00074+', 'K 03726+']",red
"""37.48""",If red ants   –   break.,If red ants,break.,"['A 441+', 'K 00074+']",red
"""37.49""","If red, large ants   –  that house will be dispersed.","If red, large ants   ",that house will be dispersed.,"['A 441+', 'K 00074+']","red,"
"""37.50""","If red, large ants with wings are flying around in a man's house like ghee flies and seen – they will kill the owner of that house <with> a weapon and they will take its inheritance.","If red, large ants with wings are flying around in a man's house like ghee flies and seen ",they will kill the owner of that house <with> a weapon and they will take its inheritance.,"['A 441+', 'A 441+', 'K 00074+']","red,"
"""37.51""",If red ants set out in a man's house and stay there – the way will be cut.,If red ants set out in a man's house and stay there,the way will be cut.,"['A 441+', 'K 00074+']",red
"""37.52""",If red ants climb up in a man's house and stay there – abandonement of the house.,If red ants climb up in a man's house and stay there,abandonement of the house.,"['A 441+', 'K 00074+']",red
"""37.54""",If numerous red ants are seen in a man's house – that house will be dispersed : that house will be abandoned.,If numerous red ants are seen in a man's house,that house will be dispersed : that house will be abandoned.,"['A 441+', 'K 00074+', 'K 03726+']",numerous
"""37.55""",If red and white ants in a man's house establish their path on top of a sick man – that sick man will live.,If red and white ants in a man's house establish their path on top of a sick man,that sick man will live.,"['A 441+', 'K 00074+', 'K 03726+']",red
"""37.56""","If red and white ants, their paths, are seen in a man's house – the hardship of illness will afflict the owner of that house.","If red and white ants, their paths, are seen in a man's house ",the hardship of illness will afflict the owner of that house.,"['A 441+', 'K 00074+']",red
"""37.57""","If red ants are doing battle in a man's house and kill one another – break, everything that he owns will disappear.",If red ants are doing battle in a man's house and kill one another," break, everything that he owns will disappear.","['A 441+', 'K 00074+']",red
"""37.58""","If a track of red and reddish ants is seen in a man's house – break, either hardship will afflict him, or  illness will afflict him, but his property will not be taken.",If a track of red and reddish ants is seen in a man's house," break, either hardship will afflict him, or  illness will afflict him, but his property will not be taken.","['A 441+', 'K 00074+']",track
"""37.59""",If red and black ants are seen in a man's house – the wife of the man : the owner of the house will die.,If red and black ants are seen in a man's house,the wife of the man : the owner of the house will die.,"['A 441+', 'K 00074+']",red
"""37.60""","If black ants are seen in a man's house – the owner of that house will live to an old age, there will be continuity and process.",If black ants are seen in a man's house," the owner of that house will live to an old age, there will be continuity and process.","['A 441+', 'K 00074+', 'K 03726+']",black
"""37.22""",If ants are seen in the street – that city will be dispersed and it will not return to its place.,If ants are seen in the street,that city will be dispersed and it will not return to its place.,"['A 441+', 'K 03726+']",nts
"""37.23""","If ants are seen in a wide street – in  the wide street, commerce will be regular.",If ants are seen in a wide street," in  the wide street, commerce will be regular.",['A 441+'],nts
"""37.24""",If ants are repeatedly seen on the edge of a sqare – that city will be dispersed.,If ants are repeatedly seen on the edge of a sqare,that city will be dispersed.,['A 441+'],nts
"""37.25""",If multicolored ants are seen in a city – that city will be abandoned.,If multicolored ants are seen in a city,that city will be abandoned.,"['A 441+', 'K 03726+']",multicolored
"""37.27""","If multicolored ants are seen in a man's house – the owner of the house will be wealthy, that house will be in good order.",If multicolored ants are seen in a man's house," the owner of the house will be wealthy, that house will be in good order.","['A 441+', 'K 03726+']",multicolored
"""37.28""","If ants are seen on their trail, the black ones killing the multicolored ones – there will be an uprising.","If ants are seen on their trail, the black ones killing the multicolored ones ",there will be an uprising.,"['A 441+', 'K 00074+']",nts
"""37.30""","If ants are repeatedly seen in a man's house – that house will impoverish, a dying man will die.",If ants are repeatedly seen in a man's house," that house will impoverish, a dying man will die.","['A 441+', 'K 00074+']",nts
"""37.31""",If ants eat  in a man's house – that house will be dispersed.,If ants eat  in a man's house,that house will be dispersed.,"['A 441+', 'K 00074+']",nts
"""37.32""",If red ants kill black ants – evil will be present.,If red ants kill black ants,evil will be present.,"['A 441+', 'K 00074+']",red
"""37.33""",If black ants kill red ants – the prices will be stable.,If black ants kill red ants,the prices will be stable.,"['A 441+', 'K 00074+']",black
"""37.34""",If ants  kill – there will be heavy misfortune in the country.,If ants  kill,there will be heavy misfortune in the country.,"['A 441+', 'K 00074+']",nts
"""37.35""",If ants   kill and people watch them – perishing of livestock.,If ants   kill and people watch them,perishing of livestock.,"['A 441+', 'K 00074+']",nts
"""37.36""","If ants    – they will commit  and kill one another, hardship will occur. Break.",If ants," they will commit  and kill one another, hardship will occur. Break.","['A 441+', 'K 00074+']",nts
"""37.37""",If ants confine themselves – rain will fall.,If ants confine themselves,rain will fall.,"['A 441+', 'BM 38313', 'K 00074+']",nts
"""37.38""",If ants bring out and heap up their stores – the kurru barley measure will be loosened.,If ants bring out and heap up their stores,the kurru barley measure will be loosened.,"['A 441+', 'K 00074+']",nts
"""37.39""",If ants bring out their stores – impoverishment of the man.,If ants bring out their stores,impoverishment of the man.,"['A 441+', 'A 441+', 'K 00074+']",nts
"""37.40""","If winged ditto = ants are seen – dispersal of the household, rain of heaven.",If winged ditto = ants are seen," dispersal of the household, rain of heaven.","['A 441+', 'K 00074+', 'K 03726+']",winged
