name,full_text,protasis,apodosis,witnesses,animal
"""23.94""","If a snake swallows his companion in a man’s house – that house will be dispersed, the hand will take hold of it, the palace will confiscate it.",If a snake swallows his companion in a man’s house," that house will be dispersed, the hand will take hold of it, the palace will confiscate it.","['A 0453+', 'A 0453+', 'BM 041232', 'BM 041232', 'K 02010', 'K 02010', 'K 02925+', 'VAT 10481+.2']",snake
"""23.95""",If a snake kills its companion in a man’s house – attainment of a wish.,If a snake kills its companion in a man’s house,attainment of a wish.,"['A 0453+', 'K 02925+', 'VAT 10481+.2', 'VAT 10523+.2']",snake
"""23.96""",If a snake eats its companion in a man’s house – he will see the downfall of his adversary.,If a snake eats its companion in a man’s house,he will see the downfall of his adversary.,"['A 0453+', 'K 02925+', 'K 02925+', 'VAT 10481+.2', 'VAT 10523+.2']",snake
"""23.97""",If a snake gives birth in a man’s house in the ḫarūru-part of the mill – that house will be dispersed.,If a snake gives birth in a man’s house in the ḫarūru-part of the mill,that house will be dispersed.,"['A 0453+', 'K 02010', 'K 02925+', 'VAT 10481+.2']",snake
"""23.98""",If a snake is lying in a man’s house in the ḫarūru-part of the mill – that house will be dispersed.,If a snake is lying in a man’s house in the ḫarūru-part of the mill,that house will be dispersed.,"['A 0453+', 'K 02925+', 'VAT 10481+.2']",snake
"""23.99""",If a snake gives birth in the latrine of a man’s house – that house will be dispersed.,If a snake gives birth in the latrine of a man’s house,that house will be dispersed.,"['A 0453+', 'K 02925+', 'VAT 10481+.2', 'VAT 10481+.2']",snake
"""23.100""",If a snake is lying in the latrine of a man’s house – ditto that house will be dispersed.,If a snake is lying in the latrine of a man’s house,ditto that house will be dispersed.,"['A 0453+', 'K 02925+', 'VAT 10481+.2']",snake
"""23.101""",If a woman catches a snake in the latrine without anyone knowing  and than she lets it go – that woman will have a protective god.,If a woman catches a snake in the latrine without anyone knowing  and than she lets it go,that woman will have a protective god.,"['A 0453+', 'A 0453+', 'BM 129092', 'CBS 04799', 'CBS 04799', 'K 02010', 'K 02925+', 'VAT 10481+.2', 'VAT 10481+.2']",woman
"""23.102""","If a snake enters a man’s house, frightens him and then bites him – that house will be dispersed; same protasis:  a poor man will get it.","If a snake enters a man’s house, frightens him and then bites him ",that house will be dispersed; same protasis:  a poor man will get it.,"['A 0453+', 'K 02925+', 'VAT 10481+.2', 'VAT 10481+.2']",snake
"""23.103""",If a snake enters a man’s house – that house will be abandoned.,If a snake enters a man’s house,that house will be abandoned.,"['A 0453+', 'K 02010', 'K 02925+', 'K 02925+', 'VAT 10481+.2']",snake
"""23.104""",If a snake enters a man’s house and lies down – that house will be dispersed :  the estate of the house of the man will be confiscated.,If a snake enters a man’s house and lies down,that house will be dispersed :  the estate of the house of the man will be confiscated.,"['A 0453+', 'A 0453+', 'A 0453+', 'K 02925+', 'VAT 10481+.2']",snake
"""23.105""",If a snake ... – an attack of evil will occur against him.,If a snake ...,an attack of evil will occur against him.,"['A 0453+', 'A 0453+', 'K 02925+', 'VAT 10481+.2', 'VAT 10481+.2']",snake
"""23.106""",If a snake strikes him – he will worry.,If a snake strikes him,he will worry.,"['A 0453+', 'K 02925+', 'VAT 10481+.2', 'VAT 10481+.2']",snake
"""23.67""","If a snake  takes it out from the house to the door and enters into the house again – 0 loss, the king will take his property away.",If a snake  takes it out from the house to the door and enters into the house again," 0 loss, the king will take his property away.","['A 0453+', 'A 0453+', 'A 0453+']",snake
"""23.68""",If a snake ... enters from the street into the house – the master of that house will be well.,If a snake ... enters from the street into the house,the master of that house will be well.,['A 0453+'],snake
"""23.69""",If a snake kills a mongoose in a man’s house – that house will be dispersed.,If a snake kills a mongoose in a man’s house,that house will be dispersed.,['A 0453+'],snake
"""23.70""",If a snake ... kills and eats a mongoose  a man’s house – a mortally ill person will die.,If a snake ... kills and eats a mongoose  a man’s house,a mortally ill person will die.,['A 0453+'],snake
"""23.71""",If a snake kills a mongoose  and enters into the house – that house will experience good fortune.,If a snake kills a mongoose  and enters into the house,that house will experience good fortune.,['A 0453+'],snake
"""23.72""",If a snake ... kills a mongoose – that man will experience grief : there will be grief in the house.,If a snake ... kills a mongoose,that man will experience grief : there will be grief in the house.,['A 0453+'],snake
"""23.74""",If a snake ... – that house will be dispersed.,If a snake ...,that house will be dispersed.,['A 0453+'],snake
"""23.75""",If a snake ... – downfall of his adversary.,If a snake ...,downfall of his adversary.,"['A 0453+', 'VAT 10481+.2', 'VAT 10481+.2', 'VAT 10481+.2']",snake
"""23.76""",If a snake catches a  bird or  in a man’s house –  will go out of the man’s house.,If a snake catches a  bird or  in a man’s house,will go out of the man’s house.,"['A 0453+', 'K 02010', 'VAT 10481+.2', 'VAT 10481+.2', 'VAT 10481+.2']",snake
"""23.77""",If a snake makes ... in a man’s house ...  – abandonment of the house ... ... will go out.,If a snake makes ... in a man’s house ...,abandonment of the house ... ... will go out.,"['A 0453+', 'A 0453+', 'A 0453+', 'K 02010', 'K 02010', 'VAT 10481+.2', 'VAT 10481+.2', 'VAT 10481+.2']",snake
"""23.78""",If a snake goes hunting in a man’s house – abandonment of the house.,If a snake goes hunting in a man’s house,abandonment of the house.,"['A 0453+', 'K 02010', 'K 02925+', 'K 02925+', 'VAT 10481+.2']",snake
"""23.79""","If a snake falls on a man in a man’s house – if it is a rich man, he will become poor; if it is a poor man, he will become rich.",If a snake falls on a man in a man’s house," if it is a rich man, he will become poor; if it is a poor man, he will become rich.","['A 0453+', 'K 02010', 'K 02925+', 'VAT 10481+.2']",snake
"""23.80""",If a snake lies down in a man’s house –  will carry away  ; same protasis: the master of that house will die.,If a snake lies down in a man’s house,will carry away  ; same protasis: the master of that house will die.,"['A 0453+', 'K 02925+', 'VAT 10481+.2', 'VAT 10481+.2', 'VAT 10481+.2']",snake
"""23.81""",If a snake wails in a man’s house – that man will be filled with misery.,If a snake wails in a man’s house,that man will be filled with misery.,"['A 0453+', 'K 02010', 'K 02925+', 'VAT 10481+.2', 'VAT 10523+.2']",snake
"""23.82""","If a snake dies in a man’s house, but not because of a blow – an omen will be seen, a mortally ill person will die.","If a snake dies in a man’s house, but not because of a blow "," an omen will be seen, a mortally ill person will die.","['A 0453+', 'A 0453+', 'BM 041232', 'BM 041232', 'K 02925+', 'VAT 10481+.2', 'VAT 10481+.2']",snake
"""23.83""",If a snake repeatedly kills the beasts of a man’s house – that house will be abandoned : the food rations will leave it.,If a snake repeatedly kills the beasts of a man’s house,that house will be abandoned : the food rations will leave it.,"['A 0453+', 'A 0453+', 'BM 041232', 'BM 041232', 'K 02010', 'K 02010', 'K 02925+', 'VAT 10481+.2', 'VAT 10481+.2']",snake
"""23.51""","If a snake cries out and hisses in a man’s house – a mortally ill person will die in the man’s house, that house will be dispersed.",If a snake cries out and hisses in a man’s house," a mortally ill person will die in the man’s house, that house will be dispersed.",['A 0453+'],snake
"""23.52""",If a snake leaves a man’s house crying out loudly – abandonment of the house.,If a snake leaves a man’s house crying out loudly,abandonment of the house.,"['A 0453+', 'A 0453+']",snake
"""23.52""",If a snake repeatedly cries out wrathfully in a man’s house – abandonment of the house.,If a snake repeatedly cries out wrathfully in a man’s house,abandonment of the house.,"['A 0453+', 'A 0453+']",snake
"""23.53""",If a snake repeatedly cries out in a man’s house for six or seven days – there will be an attack against the man and there will be worry in store for him.,If a snake repeatedly cries out in a man’s house for six or seven days,there will be an attack against the man and there will be worry in store for him.,"['A 0453+', 'A 0453+', 'A 0453+', 'K 13965+']",snake
"""23.53""",If a snake repeatedly cries out on the sixth or seventh day in a man’s house – losses for the man and trouble.,If a snake repeatedly cries out on the sixth or seventh day in a man’s house,losses for the man and trouble.,"['A 0453+', 'A 0453+', 'A 0453+', 'K 13965+']",snake
"""23.54""",If a snake repeatedly cries out in a man’s house every day – that house will be delivered into the power of an enemy.,If a snake repeatedly cries out in a man’s house every day,that house will be delivered into the power of an enemy.,"['A 0453+', 'K 13965+']",snake
"""23.55""",If a snake repeatedly causes fear in a man’s house – that house will be abandoned or demolished.,If a snake repeatedly causes fear in a man’s house,that house will be abandoned or demolished.,"['A 0453+', 'CBS 04799', 'CBS 04799', 'K 13965+']",snake
"""23.56""",If a snake coils in a man’s house – the man’s heir will die.,If a snake coils in a man’s house,the man’s heir will die.,"['A 0453+', 'CBS 04799']",snake
"""23.56a""",If a snake makes a nest in a man’s house – the man’s heir will die.,If a snake makes a nest in a man’s house,the man’s heir will die.,[],snake
"""23.57""",If a snake circles around the door and the bolt in a man’s house and does not allow him to open them – that house will expand. Ditto – it will fall.,If a snake circles around the door and the bolt in a man’s house and does not allow him to open them,that house will expand. Ditto – it will fall.,"['A 0453+', 'A 0453+']",snake
"""23.58""",If a snake kills and eats another snake in a man’s house – downfall of his adversary.,If a snake kills and eats another snake in a man’s house,downfall of his adversary.,"['A 0453+', 'A 0453+']",snake
